scorer,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000
bodyparts,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,tail,tail,tail,box_ul,box_ul,box_ul,box_ur,box_ur,box_ur,box_lr,box_lr,box_lr,box_ll,box_ll,box_ll
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
19,274.9075622558594,216.18450927734375,0.00037385441828519106,410.9930725097656,4.350067138671875,0.00023882571258582175,411.00238037109375,3.833601474761963,0.00027376264915801585,265.01837158203125,127.8936996459961,0.0005411701858974993,71.5648193359375,37.778236389160156,1.0,406.4291076660156,15.77515983581543,0.9999998807907104,277.8652038574219,227.60235595703125,1.0,222.77301025390625,230.92987060546875,1.0
20,274.9075622558594,216.18450927734375,0.00036817576619796455,411.44091796875,4.173037528991699,0.0002819334913510829,411.2422180175781,3.7546887397766113,0.0003149347903672606,265.01837158203125,125.9801025390625,0.000323224114254117,71.46720123291016,37.82976531982422,1.0,406.4291076660156,15.832862854003906,0.9999997615814209,277.8652038574219,228.20811462402344,1.0,222.77301025390625,231.04444885253906,1.0
21,274.9075622558594,216.18450927734375,0.0004765881458297372,411.44091796875,4.089990139007568,0.0003149578988086432,411.2027282714844,3.754608392715454,0.0003853899543173611,288.42535400390625,98.74401092529297,1.0,71.46720123291016,37.82976531982422,1.0,406.4291076660156,16.53896713256836,0.9999997615814209,277.8652038574219,228.87545776367188,1.0,223.2232208251953,231.21800231933594,1.0
22,361.6534729003906,80.37479400634766,0.0005755731253884733,411.44091796875,4.173037528991699,0.0003498339210636914,411.2027282714844,3.60066819190979,0.0003665484837256372,288.42535400390625,98.74401092529297,0.9999998807907104,71.46720123291016,37.99799346923828,1.0,406.4291076660156,16.53896713256836,0.9999996423721313,278.2450866699219,229.9793243408203,0.9999697208404541,223.2511749267578,231.04444885253906,0.9999998807907104
23,361.6534729003906,80.36508178710938,0.0006177997565828264,411.44091796875,4.173037528991699,0.000357030046870932,411.2027282714844,3.5932183265686035,0.00037602384691126645,288.42535400390625,98.74401092529297,1.0,71.63703155517578,38.039825439453125,1.0,405.8955078125,16.53896713256836,0.9999996423721313,278.2450866699219,230.1000213623047,0.9999897480010986,223.35462951660156,231.04444885253906,1.0
24,409.5444641113281,8.30522632598877,0.00045125061296857893,279.4692077636719,215.67442321777344,0.00024113623658195138,411.1953125,3.5932183265686035,0.0003135844599455595,279.33477783203125,109.91175079345703,0.9934056997299194,72.13404083251953,38.14461898803711,1.0,405.8955078125,16.030458450317383,0.9999998807907104,279.97698974609375,232.01409912109375,1.0,223.4423828125,230.2917022705078,1.0
25,361.6534729003906,76.1634521484375,0.0004980051307938993,279.4692077636719,215.67442321777344,0.00022807635832577944,411.186767578125,3.591273784637451,0.0003133788122795522,279.33477783203125,110.2746353149414,0.9821303486824036,72.13404083251953,38.14461898803711,1.0,405.8955078125,16.007797241210938,0.9999998807907104,280.03192138671875,232.09503173828125,1.0,223.35462951660156,229.9845733642578,1.0
26,361.5926818847656,76.1634521484375,0.0002813390165101737,279.4692077636719,215.67442321777344,0.00022478234313894063,411.17718505859375,3.585108757019043,0.0003097839071415365,279.33477783203125,110.63481903076172,0.9640288352966309,72.13404083251953,38.14461898803711,1.0,405.8955078125,15.983880996704102,0.9999998807907104,280.0608825683594,232.10240173339844,1.0,223.2511749267578,229.9845733642578,1.0
27,353.7618408203125,76.1634521484375,0.0034164851531386375,279.4692077636719,209.46263122558594,0.00024624410434626043,411.07879638671875,3.591273784637451,0.00030858832178637385,281.1527404785156,124.63912963867188,0.9999961853027344,71.87295532226562,38.04036331176758,1.0,406.21014404296875,16.007797241210938,0.9999998807907104,280.93896484375,236.9490203857422,1.0,223.35462951660156,229.93521118164062,1.0
28,353.6849670410156,76.1634521484375,0.0039331610314548016,279.400146484375,209.46263122558594,0.00025105677195824683,411.0776672363281,3.606032133102417,0.00030956955743022263,281.1527404785156,125.58853912353516,0.9999986886978149,71.86699676513672,37.975982666015625,1.0,406.4202880859375,16.030458450317383,0.9999998807907104,281.1504211425781,237.03240966796875,1.0,223.4423828125,229.85804748535156,1.0
29,256.48577880859375,206.99339294433594,0.001955562736839056,411.0777282714844,3.945704936981201,0.00026830218848772347,252.5767059326172,198.6572265625,0.0020015989430248737,283.89630126953125,141.78810119628906,0.5691966414451599,71.86699676513672,37.975982666015625,1.0,406.7007751464844,16.205257415771484,0.9999998807907104,281.65618896484375,241.2294921875,1.0,223.73350524902344,229.93521118164062,1.0
30,256.48577880859375,209.19554138183594,0.0041961525566875935,270.91650390625,207.40609741210938,0.0006871982477605343,252.50022888183594,199.0085906982422,0.015091370791196823,284.0166320800781,141.834228515625,0.45661571621894836,71.86699676513672,37.975982666015625,1.0,406.7007751464844,16.244140625,0.9999998807907104,281.6910095214844,241.3422088623047,1.0,223.73350524902344,230.0504608154297,1.0
31,254.56423950195312,213.95249938964844,0.0023869709111750126,270.91650390625,207.40609741210938,0.0001656981185078621,252.50022888183594,199.0085906982422,0.0010434500873088837,288.2973937988281,144.29100036621094,1.0,72.36650085449219,37.934852600097656,1.0,406.4202880859375,16.24439811706543,0.9999998807907104,281.6910095214844,242.3257293701172,1.0,223.73350524902344,230.196044921875,1.0
32,256.23199462890625,215.2329864501953,0.01695815846323967,279.6056823730469,201.4974822998047,0.00045105302706360817,252.5767059326172,198.6572265625,0.028759097680449486,288.3080749511719,144.29100036621094,1.0,72.43350219726562,37.934852600097656,1.0,406.4202880859375,16.24439811706543,0.9999998807907104,281.65618896484375,243.1916961669922,1.0,223.73350524902344,230.28797912597656,1.0
33,256.23199462890625,217.8477020263672,0.9999985694885254,280.74237060546875,201.49169921875,1.0,254.95919799804688,192.18197631835938,1.0,291.41583251953125,144.29100036621094,1.0,72.43350219726562,38.00727462768555,1.0,406.36566162109375,16.548545837402344,0.9999998807907104,280.5861511230469,243.1916961669922,1.0,223.7879180908203,230.28797912597656,1.0
34,256.05047607421875,217.92271423339844,0.9999992847442627,279.6056823730469,201.49169921875,1.0,255.88624572753906,190.87905883789062,1.0,291.94183349609375,143.86817932128906,1.0,72.41028594970703,37.90433883666992,1.0,406.36566162109375,16.655427932739258,0.9999998807907104,280.5861511230469,243.1916961669922,1.0,223.71368408203125,230.21263122558594,1.0
35,255.03411865234375,219.03382873535156,0.9999991655349731,279.6056823730469,201.44837951660156,1.0,255.90623474121094,190.87905883789062,1.0,291.94183349609375,143.84817504882812,1.0,72.36650085449219,37.859222412109375,1.0,406.36566162109375,16.655427932739258,0.9999998807907104,280.5861511230469,243.1916961669922,1.0,223.5080108642578,230.196044921875,1.0
36,255.0730438232422,219.29653930664062,0.999998927116394,279.3350830078125,199.33522033691406,1.0,255.95712280273438,190.87905883789062,1.0,291.94183349609375,143.36691284179688,1.0,72.12429809570312,37.772499084472656,1.0,406.908447265625,16.655427932739258,0.9999998807907104,280.6416320800781,244.26528930664062,1.0,223.53311157226562,230.11170959472656,1.0
37,255.03411865234375,219.29653930664062,0.999998927116394,279.3263854980469,199.33522033691406,1.0,255.90623474121094,190.8848114013672,1.0,291.94183349609375,143.36691284179688,1.0,72.12429809570312,37.772499084472656,1.0,406.908447265625,16.65334701538086,0.9999998807907104,280.6416320800781,244.34486389160156,1.0,223.52194213867188,230.11170959472656,1.0
38,255.01028442382812,219.29653930664062,0.9999988079071045,279.3057556152344,199.33522033691406,1.0,255.88624572753906,190.90689086914062,1.0,291.94183349609375,143.36691284179688,1.0,72.12429809570312,37.772499084472656,1.0,406.908447265625,16.65334701538086,0.9999998807907104,280.6416320800781,244.83248901367188,1.0,223.52194213867188,230.11170959472656,1.0
39,253.31491088867188,218.84640502929688,0.9999994039535522,277.65411376953125,200.53244018554688,1.0,255.3621063232422,190.90689086914062,1.0,292.59375,143.72293090820312,1.0,72.21647644042969,37.82402038574219,1.0,406.63555908203125,16.424423217773438,0.9999998807907104,279.9388427734375,245.3044891357422,1.0,223.52194213867188,230.1925811767578,1.0
40,253.2832794189453,218.7769317626953,0.9999994039535522,277.650390625,200.53857421875,1.0,255.35299682617188,190.90689086914062,1.0,292.6036376953125,143.75782775878906,1.0,72.21647644042969,37.82402038574219,1.0,406.5369873046875,16.408037185668945,0.9999998807907104,279.9156188964844,245.3044891357422,1.0,223.52194213867188,230.1925811767578,1.0
41,251.60565185546875,218.32972717285156,0.9999997615814209,275.2437744140625,201.12802124023438,1.0,253.90570068359375,190.78172302246094,1.0,293.2217102050781,144.5382537841797,1.0,72.23967742919922,37.85543441772461,1.0,406.5369873046875,16.35254669189453,0.9999998807907104,279.5970153808594,245.3044891357422,1.0,223.33389282226562,230.23834228515625,1.0
42,251.53892517089844,218.28578186035156,0.9999997615814209,275.205810546875,201.12979125976562,1.0,253.84967041015625,190.78172302246094,1.0,293.2709045410156,144.72323608398438,1.0,72.23967742919922,37.891605377197266,1.0,406.5369873046875,16.35254669189453,0.9999998807907104,279.5970153808594,245.03794860839844,1.0,223.26766967773438,230.23834228515625,1.0
43,249.72244262695312,218.28578186035156,0.9999998807907104,274.10107421875,201.28759765625,1.0,252.53553771972656,190.78172302246094,1.0,293.7608337402344,146.547119140625,1.0,72.26398468017578,37.990020751953125,1.0,406.5369873046875,16.408037185668945,0.9999998807907104,279.5970153808594,245.03794860839844,1.0,223.1767578125,230.23834228515625,1.0
44,249.71385192871094,218.32972717285156,0.9999998807907104,274.10107421875,201.29486083984375,1.0,252.52191162109375,190.78268432617188,1.0,293.7608337402344,146.56027221679688,1.0,72.23967742919922,37.990020751953125,1.0,406.6066589355469,16.336606979370117,0.9999998807907104,279.606689453125,245.03794860839844,1.0,223.164794921875,230.31712341308594,1.0
45,249.20855712890625,220.77073669433594,0.9999998807907104,274.10107421875,202.9860382080078,1.0,251.1596221923828,192.76930236816406,1.0,293.7608337402344,147.4214630126953,1.0,72.23967742919922,37.990020751953125,1.0,406.6440124511719,16.32951545715332,0.9999998807907104,279.7267150878906,245.71836853027344,1.0,223.0652618408203,230.34262084960938,1.0
46,249.09573364257812,221.7051544189453,0.9999998807907104,274.10107421875,202.9860382080078,1.0,249.47592163085938,194.70518493652344,1.0,293.5233459472656,147.66246032714844,1.0,72.05418395996094,37.8957633972168,1.0,406.6440124511719,16.336606979370117,0.9999998807907104,279.9980773925781,246.78759765625,0.9999997615814209,222.93212890625,230.94700622558594,1.0
47,248.85263061523438,221.72108459472656,0.9999998807907104,274.10107421875,202.9860382080078,1.0,249.3723907470703,194.7111358642578,1.0,293.5233459472656,147.66246032714844,1.0,72.0493392944336,37.894168853759766,1.0,406.69268798828125,16.55025291442871,0.9999998807907104,279.9980773925781,246.80551147460938,0.9999998807907104,222.93212890625,230.95269775390625,1.0
48,248.85263061523438,221.72108459472656,0.9999998807907104,271.7957763671875,202.08999633789062,1.0,248.83013916015625,195.3268280029297,1.0,293.5233459472656,147.6943817138672,1.0,72.0493392944336,37.894168853759766,1.0,408.3146667480469,16.75002098083496,0.9999997615814209,279.9980773925781,246.80551147460938,0.9999998807907104,222.93212890625,230.95269775390625,1.0
49,248.8446807861328,221.7051544189453,0.9999998807907104,271.7858581542969,202.06680297851562,1.0,248.83013916015625,195.3268280029297,1.0,293.523681640625,147.6943817138672,1.0,72.0493392944336,37.894168853759766,1.0,408.3146667480469,16.75002098083496,0.9999997615814209,279.9757995605469,246.78759765625,0.9999998807907104,222.93212890625,230.95269775390625,1.0
50,248.8360595703125,221.63072204589844,0.9999998807907104,271.7817077636719,202.0548553466797,1.0,248.83013916015625,195.3268280029297,1.0,293.6244812011719,147.66246032714844,1.0,72.0493392944336,37.888938903808594,1.0,408.3146667480469,16.75002098083496,0.9999997615814209,279.90045166015625,246.72549438476562,0.9999998807907104,222.93212890625,230.95269775390625,1.0
51,248.55426025390625,218.58067321777344,0.9999998807907104,271.7626953125,201.18226623535156,1.0,249.3201904296875,191.10855102539062,1.0,294.0909118652344,147.6943817138672,1.0,70.874267578125,37.71471405029297,1.0,408.3146667480469,15.831737518310547,0.9999997615814209,279.90045166015625,246.6046142578125,1.0,222.94004821777344,231.90304565429688,1.0
52,248.55426025390625,218.51400756835938,0.9999998807907104,271.7449035644531,201.16566467285156,1.0,249.4349365234375,191.06410217285156,1.0,294.2379455566406,147.6943817138672,1.0,70.73577880859375,37.70589065551758,1.0,408.4815673828125,15.791389465332031,0.9999997615814209,279.9757995605469,246.56619262695312,1.0,222.94894409179688,231.97193908691406,1.0
53,248.52223205566406,206.34475708007812,0.8994328379631042,262.640380859375,196.35855102539062,0.9999953508377075,249.4349365234375,174.0489501953125,1.0,296.0143737792969,147.84710693359375,1.0,69.05183410644531,36.69423294067383,1.0,410.3764953613281,15.791389465332031,0.9999990463256836,280.9622497558594,243.81394958496094,0.9999986886978149,223.52224731445312,231.97677612304688,1.0
54,245.97647094726562,199.86656188964844,0.9112259745597839,262.3873291015625,196.29837036132812,0.9999958276748657,249.4349365234375,173.88232421875,1.0,296.3667907714844,147.8765869140625,1.0,68.98595428466797,36.685951232910156,1.0,410.3764953613281,15.791389465332031,0.9999991655349731,280.9622497558594,243.61727905273438,0.9999985694885254,223.53338623046875,232.19894409179688,1.0
55,234.39077758789062,179.640380859375,0.9999986886978149,248.70913696289062,193.0413360595703,0.9999986886978149,248.94102478027344,168.66452026367188,1.0,296.8624267578125,148.68722534179688,1.0,68.98595428466797,36.685951232910156,1.0,410.38720703125,16.089933395385742,0.9999994039535522,280.9622497558594,238.2958526611328,0.9999958276748657,223.53338623046875,232.20974731445312,1.0
56,234.2274932861328,178.97377014160156,0.9999979734420776,248.60635375976562,192.9607696533203,0.9999988079071045,248.7891845703125,168.45518493652344,1.0,296.8624267578125,148.8243408203125,1.0,69.05183410644531,36.69423294067383,1.0,410.3764953613281,16.089933395385742,0.9999995231628418,280.9571533203125,238.13461303710938,0.9999954700469971,223.61416625976562,232.32022094726562,1.0
57,224.90301513671875,167.4290313720703,0.9999995231628418,236.02471923828125,185.55923461914062,1.0,240.41184997558594,165.53945922851562,1.0,296.8624267578125,154.4627685546875,1.0,69.05183410644531,36.79881286621094,1.0,410.2003173828125,16.089933395385742,0.9999995231628418,280.1770935058594,235.346435546875,0.9999991655349731,223.61416625976562,232.6651153564453,1.0
58,214.3667449951172,160.129638671875,1.0,222.30958557128906,178.3631134033203,1.0,230.13487243652344,159.4700164794922,1.0,290.793701171875,163.35211181640625,1.0,69.05374908447266,37.12482452392578,1.0,408.31536865234375,15.889713287353516,0.9999996423721313,279.2327575683594,233.2390594482422,0.9999991655349731,223.66514587402344,232.80931091308594,1.0
