scorer,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000,DLC_resnet50_2023-08-14_TCPhase2Aug14shuffle1_500000
bodyparts,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,tail,tail,tail,box_ul,box_ul,box_ul,box_ur,box_ur,box_ur,box_lr,box_lr,box_lr,box_ll,box_ll,box_ll
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
856,156.94374084472656,30.72965431213379,0.8199012279510498,132.6927490234375,42.27256774902344,1.0,139.1700439453125,68.82945251464844,1.0,119.52173614501953,84.64834594726562,1.0,70.41371154785156,48.82327651977539,1.0,142.85452270507812,90.50144958496094,0.00018527642532717437,294.28106689453125,216.58779907226562,1.0,239.13674926757812,224.84107971191406,1.0
857,176.56668090820312,25.072368621826172,0.999187171459198,141.028564453125,34.55360412597656,1.0,153.54806518554688,61.554893493652344,1.0,125.65828704833984,82.17182159423828,1.0,70.41926574707031,48.614933013916016,1.0,187.3018798828125,23.77444839477539,0.0005239422316662967,294.1852111816406,216.58779907226562,1.0,238.97865295410156,224.84107971191406,1.0
858,183.74575805664062,15.70569133758545,0.9999904632568359,148.3990936279297,28.21368980407715,1.0,163.63833618164062,53.91366958618164,1.0,125.65828704833984,80.83141326904297,1.0,70.95899963378906,48.4825325012207,1.0,187.9909210205078,18.16271209716797,0.0007483744993805885,294.15911865234375,216.55450439453125,1.0,238.84632873535156,225.0019989013672,1.0
859,189.86827087402344,15.704265594482422,0.9999977350234985,156.33938598632812,27.179279327392578,1.0,169.8695526123047,50.93540573120117,1.0,125.65828704833984,78.367919921875,1.0,70.96896362304688,48.24732971191406,1.0,204.9571075439453,18.16271209716797,0.0014389497227966785,294.106201171875,216.5420684814453,1.0,238.83279418945312,225.1244659423828,1.0
860,189.8811492919922,15.703121185302734,0.999997615814209,156.3428497314453,27.179279327392578,1.0,169.86993408203125,50.93523406982422,1.0,125.65557098388672,78.36705017089844,1.0,70.97615051269531,48.24732971191406,1.0,204.9571075439453,18.16271209716797,0.0014280505711212754,294.106201171875,216.5420379638672,1.0,238.82891845703125,225.1244659423828,1.0
861,189.8811492919922,15.704265594482422,0.999997615814209,156.34352111816406,27.179279327392578,1.0,169.86993408203125,50.93523406982422,1.0,125.65557098388672,78.3667221069336,1.0,70.97794342041016,48.24272918701172,1.0,204.9571075439453,18.1676082611084,0.001422701170668006,294.106201171875,216.5420379638672,1.0,238.82891845703125,225.13067626953125,1.0
862,189.8811492919922,15.704265594482422,0.999997615814209,156.34352111816406,27.181499481201172,1.0,169.87088012695312,50.93540573120117,1.0,125.6544189453125,78.3667221069336,1.0,70.98622131347656,48.24732971191406,1.0,204.95697021484375,18.167736053466797,0.0014228163054212928,294.106201171875,216.5420684814453,1.0,238.83279418945312,225.13067626953125,1.0
863,189.88299560546875,28.255016326904297,0.3727051913738251,156.34738159179688,65.90179443359375,0.9866422414779663,169.87088012695312,84.04124450683594,0.8913438320159912,125.6544189453125,78.36705017089844,0.6405270099639893,71.54354095458984,48.24931335449219,1.0,204.95697021484375,18.167736053466797,0.00019369626534171402,294.106201171875,217.45123291015625,1.0,239.26255798339844,225.30950927734375,1.0
864,189.88381958007812,36.93349075317383,0.9861451387405396,164.90338134765625,79.06539154052734,0.9999992847442627,209.66656494140625,88.7935562133789,0.9753453731536865,164.06301879882812,78.36705017089844,0.05443636327981949,72.1191177368164,49.346187591552734,0.9999996423721313,204.95697021484375,18.1676082611084,0.007381105329841375,294.0055236816406,219.16009521484375,1.0,240.22592163085938,226.786865234375,1.0
865,260.12615966796875,115.08329010009766,0.12077955901622772,225.03868103027344,112.72209167480469,0.9990664124488831,229.32582092285156,96.04573822021484,0.997928261756897,253.03591918945312,107.35939025878906,0.004714055918157101,72.1191177368164,49.362892150878906,1.0,400.9792175292969,-0.7939677238464355,0.0027672378346323967,293.2574462890625,219.58673095703125,1.0,240.4423370361328,228.42556762695312,1.0
866,260.1354064941406,115.17411804199219,0.07550150156021118,225.19773864746094,112.72209167480469,0.9988868832588196,229.32582092285156,96.2295150756836,0.9978998899459839,253.03591918945312,107.35939025878906,0.006058144848793745,71.66960906982422,49.3631477355957,1.0,400.9898681640625,-0.8176994323730469,0.002489730017259717,293.2253112792969,219.60336303710938,1.0,240.5032501220703,228.45799255371094,1.0
867,260.1405334472656,115.17520904541016,0.09590434283018112,225.27085876464844,113.06866455078125,0.9984048008918762,229.35366821289062,96.3087158203125,0.996408998966217,253.03591918945312,107.35939025878906,0.005458024330437183,71.66960906982422,49.3631477355957,1.0,401.0198059082031,-0.8261814117431641,0.00257018837146461,293.2145690917969,219.60336303710938,1.0,240.51296997070312,228.509033203125,1.0
868,260.1728210449219,115.2902603149414,0.15548160672187805,225.27085876464844,113.06866455078125,0.9978427886962891,229.35366821289062,96.66693878173828,0.994967520236969,252.92051696777344,107.31684875488281,0.0059397341683506966,72.1191177368164,49.3631477355957,1.0,401.03363037109375,-0.8261814117431641,0.002315344288945198,293.2253112792969,219.60336303710938,1.0,240.5032501220703,228.45799255371094,1.0
869,274.13348388671875,157.43359375,0.998618483543396,276.07965087890625,132.30963134765625,1.0,256.714111328125,147.42083740234375,0.9999464750289917,228.30078125,107.31684875488281,1.0,71.84846496582031,49.362892150878906,0.9999840259552002,401.1050720214844,-1.2047533988952637,0.0015601359773427248,293.2574462890625,218.29934692382812,1.0,240.51296997070312,228.45799255371094,1.0
870,274.1645812988281,183.44418334960938,0.9999397993087769,276.3442077636719,159.39993286132812,1.0,258.09552001953125,174.74407958984375,1.0,227.8406219482422,107.31684875488281,0.9993919134140015,72.1790771484375,49.3631477355957,0.9952510595321655,401.1050720214844,-1.2231197357177734,0.0017114434158429503,293.9402770996094,217.87359619140625,1.0,240.7574920654297,226.71600341796875,1.0
871,274.25439453125,200.36685180664062,0.9999996423721313,276.8279724121094,178.42218017578125,1.0,258.1632080078125,186.91070556640625,1.0,227.48727416992188,111.3202133178711,0.999725878238678,72.1790771484375,49.39004135131836,1.0,401.1050720214844,-1.2231197357177734,0.0012933785328641534,294.2648620605469,217.87359619140625,1.0,240.76832580566406,226.3974609375,1.0
872,274.2116394042969,200.6368408203125,0.9999996423721313,276.84173583984375,178.42218017578125,1.0,258.09552001953125,187.0145721435547,1.0,227.8406219482422,111.61692810058594,0.9992140531539917,72.13972473144531,49.31998062133789,1.0,401.0874328613281,-1.2047533988952637,0.001278485869988799,294.3025207519531,217.8634033203125,1.0,240.7574920654297,226.3974609375,1.0
873,274.1645812988281,200.81993103027344,0.9999998807907104,276.84173583984375,178.5658416748047,1.0,258.09552001953125,187.0334930419922,1.0,228.15676879882812,111.6412124633789,0.9979591369628906,71.95340728759766,49.39004135131836,1.0,401.0874328613281,-1.152435302734375,0.0015652560396119952,294.3025207519531,217.87359619140625,1.0,240.76832580566406,226.39695739746094,1.0
874,274.1645812988281,200.84423828125,0.9999997615814209,276.8279724121094,178.57044982910156,1.0,258.0504150390625,187.19290161132812,1.0,228.15676879882812,111.91046905517578,0.9996912479400635,71.95340728759766,49.39569854736328,1.0,401.0874328613281,-1.0652689933776855,0.001806762651540339,294.2648620605469,217.95655822753906,1.0,240.78794860839844,226.3569793701172,1.0
875,265.0093688964844,213.00242614746094,1.0,267.9420471191406,185.89212036132812,1.0,247.16366577148438,192.59523010253906,1.0,240.74888610839844,123.3710708618164,1.0,71.34484100341797,49.39569854736328,1.0,401.448486328125,-1.0652689933776855,0.0016378071159124374,293.5869445800781,219.99713134765625,1.0,240.97218322753906,224.45712280273438,1.0
876,264.7571105957031,213.00242614746094,1.0,267.3805847167969,185.92066955566406,1.0,246.985595703125,192.61692810058594,1.0,240.9503173828125,123.39555358886719,1.0,71.3416976928711,49.552894592285156,1.0,404.745849609375,-1.0652689933776855,0.0015552930999547243,293.5869445800781,220.00030517578125,1.0,241.08599853515625,224.45712280273438,1.0
877,264.7571105957031,213.00242614746094,1.0,267.3805847167969,185.92066955566406,1.0,246.985595703125,192.82952880859375,1.0,240.9581298828125,123.47550964355469,1.0,71.3416976928711,49.552894592285156,1.0,404.8770446777344,-1.173635482788086,0.0015375964576378465,293.5869445800781,220.00030517578125,1.0,241.17962646484375,224.45712280273438,1.0
878,264.7571105957031,212.96482849121094,1.0,267.3805847167969,185.89212036132812,1.0,247.16366577148438,192.82952880859375,1.0,240.9581298828125,123.47550964355469,1.0,71.3416976928711,49.552894592285156,1.0,404.92401123046875,-1.1755704879760742,0.0014607454650104046,293.8006286621094,219.99713134765625,1.0,241.23275756835938,224.50099182128906,1.0
879,269.7279968261719,212.96482849121094,1.0,271.8365783691406,183.43704223632812,1.0,251.37423706054688,193.1074981689453,1.0,242.3384552001953,125.35842895507812,1.0,71.601806640625,49.556373596191406,1.0,404.9702453613281,-1.1789774894714355,0.0014600125141441822,293.82171630859375,219.533203125,1.0,241.26898193359375,224.93121337890625,1.0
880,269.7618408203125,212.96482849121094,1.0,271.8867492675781,182.98175048828125,1.0,251.3980255126953,193.19383239746094,1.0,242.3384552001953,125.37125396728516,1.0,71.601806640625,49.49905014038086,1.0,404.9702453613281,-1.1755704879760742,0.001616275287233293,293.84161376953125,219.533203125,1.0,241.26898193359375,224.9532012939453,1.0
881,276.7008972167969,213.27809143066406,1.0,276.738525390625,182.98175048828125,1.0,256.68170166015625,197.7727508544922,1.0,242.3384552001953,127.94854736328125,1.0,71.601806640625,49.461402893066406,1.0,404.92401123046875,-1.173635482788086,0.00140794285107404,295.4517822265625,219.533203125,1.0,241.23275756835938,225.51058959960938,1.0
882,281.9021911621094,213.27809143066406,0.9999994039535522,279.79107666015625,182.98175048828125,1.0,261.3232116699219,199.34109497070312,1.0,241.2052459716797,129.26480102539062,1.0,70.11122131347656,49.25617980957031,1.0,404.43359375,-1.1294703483581543,0.002025279216468334,297.01348876953125,222.35145568847656,0.9999991655349731,241.1065216064453,225.6428680419922,1.0
883,281.90411376953125,213.27809143066406,0.9999994039535522,279.8074645996094,182.98175048828125,1.0,261.32965087890625,199.34109497070312,1.0,241.0897979736328,129.26512145996094,1.0,68.7223129272461,49.08774185180664,1.0,404.43359375,-1.0284299850463867,0.002470561070367694,297.01348876953125,222.36973571777344,0.9999991655349731,241.08580017089844,225.65768432617188,1.0
884,281.9288330078125,213.25001525878906,0.9999994039535522,279.8365173339844,182.96446228027344,1.0,261.4778137207031,199.34109497070312,1.0,241.00216674804688,129.2653350830078,1.0,68.6114730834961,49.063621520996094,1.0,402.4375305175781,-1.0067191123962402,0.0017587158363312483,297.01348876953125,222.41864013671875,0.9999991655349731,241.07843017578125,225.68740844726562,1.0
885,305.87469482421875,128.4004669189453,0.10708962380886078,287.8408203125,131.51815795898438,0.9478597640991211,289.62103271484375,146.50857543945312,0.9992765784263611,236.94273376464844,130.01260375976562,0.9987467527389526,68.22618865966797,48.90449142456055,1.0,404.43359375,-0.8322482109069824,0.0017934838542714715,295.0387268066406,222.51223754882812,1.0,239.87030029296875,228.10699462890625,1.0
886,306.92205810546875,128.36141967773438,0.0335528701543808,288.12353515625,130.99989318847656,0.8107098937034607,289.74566650390625,146.42239379882812,0.997346043586731,236.94273376464844,130.01260375976562,0.9993852376937866,68.6114730834961,48.90449142456055,1.0,405.5859680175781,-1.0284299850463867,0.003185613313689828,294.9842834472656,222.51223754882812,1.0,239.7346954345703,228.1920928955078,1.0
887,325.55889892578125,99.3609390258789,0.017485039308667183,301.8663635253906,100.9275894165039,1.0,310.5621337890625,118.4981918334961,1.0,236.94273376464844,130.01260375976562,1.0,68.6114730834961,48.90449142456055,1.0,405.6375732421875,-1.0284299850463867,0.002564291935414076,292.9495544433594,222.51223754882812,1.0,239.62542724609375,228.76846313476562,1.0
888,340.1490783691406,78.96239471435547,0.5170968174934387,308.92095947265625,80.40967559814453,1.0,319.3195495605469,100.54790496826172,1.0,244.78211975097656,121.76032257080078,1.0,69.22047424316406,48.976043701171875,1.0,406.66107177734375,-1.0535473823547363,0.0008657850557938218,292.2864685058594,221.73707580566406,1.0,239.22093200683594,228.78688049316406,1.0
889,340.3129577636719,78.84817504882812,0.5284903645515442,308.9400329589844,80.40653228759766,1.0,319.3564453125,100.50752258300781,1.0,244.88772583007812,121.72974395751953,1.0,69.435302734375,48.99860763549805,1.0,406.66107177734375,-1.0535473823547363,0.0008766546379774809,292.26348876953125,220.99996948242188,1.0,239.22093200683594,228.78688049316406,1.0
890,340.36199951171875,78.83534240722656,0.553458571434021,308.94268798828125,80.35504150390625,1.0,319.3665771484375,100.48672485351562,1.0,244.966552734375,121.66703796386719,1.0,69.47926330566406,49.10523986816406,1.0,406.66107177734375,-1.0535473823547363,0.0010022760834544897,292.10052490234375,220.93292236328125,1.0,239.22093200683594,228.78688049316406,1.0
891,340.36199951171875,78.83534240722656,0.0009859598940238357,327.8006591796875,70.21407318115234,1.0,337.8961181640625,87.3444595336914,1.0,254.74044799804688,105.08740234375,1.0,70.6208724975586,49.92007827758789,1.0,405.4150390625,-1.0010004043579102,0.0007439726032316685,292.0018615722656,220.39320373535156,1.0,240.18243408203125,227.97386169433594,1.0
892,351.3406677246094,62.50054168701172,0.001302479999139905,327.8502502441406,70.19990539550781,1.0,337.9065246582031,87.31582641601562,1.0,254.79478454589844,105.08740234375,1.0,70.66432189941406,49.93934631347656,1.0,405.27008056640625,-1.0010004043579102,0.0007364573539234698,292.0018615722656,220.35658264160156,1.0,240.269775390625,227.97386169433594,1.0
893,351.3450927734375,62.31282424926758,0.0008865040144883096,328.18316650390625,68.06090545654297,1.0,339.24371337890625,85.02526092529297,1.0,256.87091064453125,105.08740234375,1.0,70.75377655029297,50.006595611572266,1.0,405.27008056640625,-1.0010004043579102,0.0005918851820752025,292.0018615722656,220.32395935058594,1.0,240.31785583496094,227.97386169433594,1.0
894,353.2714538574219,52.3410758972168,0.01071507204324007,328.18316650390625,64.94549560546875,1.0,340.0849914550781,80.1771011352539,1.0,261.7422180175781,105.45159912109375,1.0,70.9341049194336,50.03284454345703,1.0,405.27008056640625,-1.0817766189575195,0.0005301536875776947,292.08685302734375,220.00320434570312,1.0,240.4021453857422,227.9623260498047,1.0
895,353.2714538574219,52.32392120361328,0.006800103932619095,328.18316650390625,64.9346694946289,1.0,340.08758544921875,80.17195129394531,1.0,261.753173828125,105.45159912109375,1.0,71.03688049316406,50.03284454345703,1.0,405.27008056640625,-1.0817766189575195,0.0005454006022773683,292.0982971191406,219.9805145263672,1.0,240.4021453857422,227.9130096435547,1.0
896,353.2714538574219,52.15015411376953,0.00662436755374074,328.1485595703125,64.92366027832031,1.0,340.1100769042969,80.14845275878906,1.0,261.7759704589844,105.45159912109375,1.0,71.82914733886719,50.006595611572266,1.0,405.2624206542969,-1.0817766189575195,0.0005532443756237626,292.1017761230469,219.9796142578125,1.0,240.31785583496094,227.9130096435547,1.0
897,346.155029296875,4.299914360046387,0.9999184608459473,321.29095458984375,36.88469314575195,1.0,351.2936706542969,41.02241516113281,1.0,295.8244323730469,91.46913146972656,1.0,72.60958099365234,49.844932556152344,1.0,405.2624206542969,-1.0817766189575195,0.0005427361465990543,293.1393127441406,219.7790985107422,1.0,240.50213623046875,227.4823760986328,1.0
898,340.7016906738281,4.267720699310303,0.9999186992645264,321.29095458984375,36.870601654052734,1.0,351.3349914550781,41.00522994995117,1.0,295.91259765625,91.3288345336914,1.0,72.60958099365234,49.83161926269531,1.0,370.9293518066406,1.2307312488555908,0.0005411338061094284,293.3999938964844,219.64138793945312,1.0,240.51455688476562,227.22531127929688,1.0
899,340.68212890625,0.9935266971588135,0.005340065807104111,321.29095458984375,27.60295867919922,1.0,355.6780700683594,29.348499298095703,1.0,305.99859619140625,88.83792877197266,1.0,72.60958099365234,49.82036209106445,1.0,370.9293518066406,1.2307312488555908,0.0002817193453665823,294.4848327636719,219.56304931640625,1.0,240.5389862060547,227.22531127929688,1.0
900,322.7969665527344,0.968092679977417,0.0058217342011630535,323.02593994140625,18.095279693603516,1.0,361.6865234375,15.301275253295898,1.0,321.60186767578125,71.61967468261719,0.854127824306488,72.58844757080078,49.82036209106445,1.0,370.9475402832031,1.2307312488555908,0.0004787404031958431,294.5312194824219,219.56304931640625,1.0,241.17916870117188,227.126708984375,1.0
901,322.78997802734375,0.9227292537689209,0.005829759407788515,323.0543212890625,18.04192352294922,1.0,361.81524658203125,15.253183364868164,1.0,321.6488342285156,71.35716247558594,0.682676374912262,72.54350280761719,49.793479919433594,1.0,370.9651794433594,1.2307312488555908,0.000446896068751812,294.5312194824219,219.56304931640625,1.0,241.17916870117188,227.04026794433594,1.0
902,322.76995849609375,0.9227292537689209,0.006196456495672464,323.1108703613281,18.034114837646484,1.0,362.0652770996094,15.24690055847168,1.0,322.5609436035156,68.37313842773438,0.07087285071611404,72.33222198486328,49.78768539428711,1.0,370.9651794433594,1.2879796028137207,0.00047187446034513414,294.4848327636719,219.56304931640625,1.0,241.18907165527344,227.04026794433594,1.0
903,322.78997802734375,-1.1828351020812988,0.001304133329540491,350.61248779296875,3.6931276321411133,0.9990620017051697,366.4241638183594,3.1531083583831787,0.999859094619751,325.8885803222656,68.37313842773438,0.07347056269645691,72.29370880126953,49.671024322509766,1.0,370.9651794433594,1.2879796028137207,0.0005592819070443511,294.20458984375,219.56304931640625,1.0,241.20494079589844,226.92999267578125,1.0
904,320.5604553222656,-1.1828351020812988,0.0015831748023629189,350.76873779296875,3.6810083389282227,0.9987132549285889,380.2854919433594,2.451679229736328,0.9998669624328613,331.65008544921875,44.156402587890625,0.016082368791103363,72.07195281982422,49.6116828918457,1.0,370.9651794433594,1.2879796028137207,0.0006097525474615395,294.0250549316406,219.26461791992188,1.0,241.18907165527344,226.90040588378906,1.0
905,320.42529296875,-1.1828351020812988,0.0019619648810476065,351.4990234375,3.5872433185577393,0.8515224456787109,380.2854919433594,2.383053779602051,0.7731472849845886,331.65142822265625,43.9797477722168,0.8483200073242188,71.9227294921875,49.54637145996094,1.0,366.2626037597656,0.8808283805847168,0.0007597028161399066,294.0133056640625,219.21438598632812,1.0,241.08226013183594,226.49366760253906,1.0
906,259.209716796875,216.02532958984375,0.00115429877769202,351.4990234375,0.7797462940216064,0.02674533985555172,380.2854919433594,2.451679229736328,0.5236107110977173,334.8007507324219,42.470176696777344,1.0,70.5239028930664,48.1614875793457,1.0,366.2626037597656,0.8808283805847168,0.00038741109892725945,293.78033447265625,216.53683471679688,1.0,239.4895477294922,224.6831817626953,1.0
907,259.2027282714844,216.03402709960938,0.0011555496603250504,351.4990234375,0.7605984210968018,0.026759741827845573,380.2854919433594,3.1531083583831787,0.5236994028091431,334.8077087402344,42.470008850097656,1.0,70.52387237548828,48.161338806152344,1.0,366.2626037597656,0.8808283805847168,0.00038753909757360816,293.7389831542969,216.53683471679688,1.0,239.46563720703125,224.6778564453125,1.0
908,259.2027282714844,216.03402709960938,0.0011613783426582813,323.6044006347656,0.7605984210968018,0.00022227963199838996,380.2854919433594,5.845619201660156,0.07243255525827408,335.9237365722656,39.404109954833984,1.0,70.30060577392578,48.07193374633789,1.0,395.016845703125,5.775496482849121,0.019287802278995514,293.6888732910156,216.50308227539062,1.0,239.46304321289062,224.6778564453125,1.0
909,259.209716796875,216.03402709960938,0.0011410427978262305,323.6044006347656,0.7797462940216064,0.0002217404544353485,380.285400390625,5.847017765045166,0.07234953343868256,335.9239196777344,39.380096435546875,1.0,70.30060577392578,48.07193374633789,1.0,395.016845703125,6.786397457122803,0.0190195981413126,293.6888732910156,216.50209045410156,1.0,239.46563720703125,224.6831817626953,1.0
910,259.25701904296875,216.00509643554688,0.001279439777135849,323.6044006347656,3.688019037246704,0.6576250195503235,348.2351379394531,18.33852767944336,0.04985816776752472,337.6830749511719,31.566999435424805,1.0,70.30060577392578,48.07193374633789,1.0,395.016845703125,6.794910907745361,0.02246151864528656,293.6888732910156,216.4639129638672,1.0,239.4895477294922,224.6929473876953,1.0
911,259.3208923339844,215.8852996826172,0.0015868592308834195,325.9007568359375,3.696075439453125,0.08091992884874344,348.2327880859375,18.665712356567383,0.03508586063981056,341.9389343261719,28.88758087158203,1.0,70.52455139160156,48.13630676269531,1.0,394.4520568847656,11.340140342712402,0.005724368151277304,293.6971130371094,216.4166259765625,1.0,239.5513916015625,224.6929473876953,1.0
912,259.3253173828125,215.8702392578125,0.001587719307281077,325.9027099609375,3.6962459087371826,0.08614616096019745,348.2327880859375,18.665712356567383,0.03690844774246216,341.9592590332031,28.887025833129883,1.0,70.52455139160156,48.13630676269531,1.0,394.4520568847656,11.34268856048584,0.00576360896229744,293.6971130371094,216.4166259765625,1.0,239.5513916015625,224.70555114746094,1.0
913,259.3445129394531,215.85577392578125,0.0016410123789682984,325.91009521484375,3.6962459087371826,0.08631889522075653,348.2351379394531,18.665712356567383,0.036887817084789276,341.96240234375,28.816364288330078,1.0,70.52455139160156,48.13630676269531,1.0,394.4520568847656,11.345954895019531,0.005746084731072187,293.6971130371094,216.4639129638672,1.0,239.5513916015625,224.71678161621094,1.0
914,411.8079528808594,5.1311259269714355,0.131171315908432,423.1109313964844,23.18746566772461,0.9990065693855286,434.2012634277344,14.494256973266602,0.9999957084655762,350.38336181640625,27.736099243164062,1.0,68.9092788696289,48.11870574951172,1.0,397.8299865722656,12.317567825317383,0.004687516484409571,293.42547607421875,217.5632781982422,1.0,238.4717254638672,225.52462768554688,1.0
915,411.8088073730469,5.12325382232666,0.13132983446121216,423.111572265625,23.194507598876953,0.9990021586418152,434.2048645019531,14.494256973266602,0.9999957084655762,350.3838195800781,27.73038673400879,1.0,68.89861297607422,48.0828857421875,1.0,398.570556640625,12.317567825317383,0.00473779859021306,293.42547607421875,217.58245849609375,1.0,238.42755126953125,225.72039794921875,1.0
916,413.74505615234375,4.000999927520752,0.27161455154418945,427.5360107421875,23.557214736938477,0.997376561164856,440.05078125,14.494256973266602,0.9999990463256836,351.6821594238281,25.69003677368164,1.0,67.61664581298828,47.238006591796875,1.0,398.5740051269531,12.317567825317383,0.002139221876859665,293.42547607421875,218.0437469482422,1.0,238.40924072265625,225.90460205078125,1.0
917,415.8586730957031,2.877610445022583,0.7168832421302795,433.5090026855469,23.559473037719727,0.999583899974823,443.999267578125,14.889673233032227,0.9999960660934448,351.6821594238281,22.049877166748047,1.0,67.48068237304688,46.94023513793945,1.0,399.45294189453125,10.572259902954102,0.0024233979638665915,293.7358093261719,218.0437469482422,1.0,238.40924072265625,225.96881103515625,1.0
918,415.8586730957031,2.877610445022583,0.7180264592170715,433.5090026855469,23.559473037719727,0.9995852112770081,443.999267578125,14.893295288085938,0.9999959468841553,351.6881103515625,22.030134201049805,1.0,67.48068237304688,46.94023513793945,1.0,399.45294189453125,10.531749725341797,0.002429894171655178,293.7358093261719,218.0437469482422,1.0,238.39056396484375,225.96881103515625,1.0
919,415.8586730957031,2.877610445022583,0.7185796499252319,433.5090026855469,23.557214736938477,0.9995793700218201,443.999267578125,14.895729064941406,0.9999959468841553,351.6881103515625,22.024288177490234,1.0,67.48068237304688,46.94023513793945,1.0,399.45294189453125,10.520549774169922,0.002434122608974576,293.7358093261719,218.03160095214844,1.0,238.39056396484375,225.96881103515625,1.0
920,412.99493408203125,3.330369710922241,0.14108839631080627,421.957763671875,18.831375122070312,0.9999998807907104,429.84600830078125,14.893295288085938,0.9849923849105835,351.6821594238281,22.024288177490234,1.0,68.18031311035156,47.838661193847656,1.0,399.218017578125,10.531749725341797,0.008425903506577015,293.6061706542969,217.412841796875,1.0,238.40924072265625,225.55227661132812,1.0
921,412.9875793457031,3.416752815246582,0.14053048193454742,421.9504699707031,18.831375122070312,0.9999998807907104,429.8435363769531,15.108376502990723,0.9849884510040283,351.655517578125,22.024288177490234,1.0,68.18621063232422,47.84656524658203,1.0,398.8236083984375,7.505046844482422,0.008214008063077927,293.5771789550781,217.412841796875,1.0,238.39056396484375,225.55227661132812,1.0
922,402.795166015625,3.4179348945617676,0.04059882089495659,348.1235046386719,18.831375122070312,0.018259046599268913,421.8097229003906,15.111011505126953,0.051079340279102325,342.7921447753906,27.841472625732422,1.0,68.53316497802734,48.0010871887207,1.0,398.8167419433594,7.50422477722168,0.04243946820497513,293.4053649902344,217.412841796875,1.0,238.39056396484375,225.55227661132812,1.0
923,313.0237731933594,80.48857879638672,0.06215818598866463,313.18310546875,73.2874526977539,0.8109351396560669,307.1744079589844,69.55175018310547,0.995097815990448,329.55126953125,45.16006851196289,1.0,68.69519805908203,48.19715118408203,1.0,392.8470764160156,-0.39341211318969727,0.002512900857254863,293.3919982910156,217.5206756591797,1.0,238.2949981689453,225.64596557617188,1.0
924,313.01617431640625,80.48857879638672,0.06399931758642197,313.1555480957031,73.2874526977539,0.8029135465621948,307.17352294921875,69.55175018310547,0.9949744939804077,329.5507507324219,45.16405487060547,1.0,68.70342254638672,48.19975662231445,1.0,392.8451232910156,-0.39341211318969727,0.0025113332085311413,293.3919982910156,217.5206756591797,1.0,238.2949981689453,225.64596557617188,1.0
925,312.9750671386719,80.48857879638672,0.06263915449380875,313.1203308105469,73.2874526977539,0.8094478845596313,307.15399169921875,69.55175018310547,0.9952020645141602,329.5403747558594,45.16834259033203,1.0,68.70690155029297,48.20161437988281,1.0,392.8450622558594,-0.39341211318969727,0.0025101772043854,293.3919982910156,217.5255584716797,1.0,238.2949981689453,225.64596557617188,1.0
926,265.7023620605469,69.74105834960938,0.9999827146530151,295.32513427734375,73.2874526977539,0.9972633123397827,291.68780517578125,56.18959426879883,0.9999983310699463,329.5507507324219,59.45916748046875,0.942941427230835,69.80137634277344,48.20161437988281,1.0,312.1047058105469,14.58169174194336,0.28442707657814026,293.578125,217.5255584716797,1.0,238.86611938476562,225.1004638671875,1.0
927,265.6715393066406,69.74105834960938,0.9999850988388062,295.3192138671875,73.29806518554688,0.9969995617866516,291.6661071777344,56.18959426879883,0.9999983310699463,329.55126953125,59.45916748046875,0.9477245807647705,69.87581634521484,48.19975662231445,1.0,312.0989685058594,14.639045715332031,0.26961207389831543,293.5839538574219,217.55674743652344,1.0,238.86744689941406,225.09527587890625,1.0
